"picnum","ename","gname","sname","iname","bname","hname","cname","egoodrt","ggoodrt","sgoodrt","igoodrt","bgoodrt","hgoodrt","cgoodrt","enoname","gnoname","snoname","inoname","bnoname","hnoname","cnoname","ebadrt","gbadrt","sbadrt","ibadrt","bbadrt","hbadrt","cbadrt","etype","gtype","stype","itype","btype","htype","ctype","elex1","glex1","slex1","ilex1","blex1","hlex1","clex1","elex2","glex2","slex2","ilex2","blex2","hlex2","clex2","elex3","glex3","slex3","ilex3","blex3","hlex3","clex3","elex4","glex4","slex4","ilex4","blex4","hlex4","clex4","erttot","grttot","srttot","irttot","brttot","hrttot","crttot","erttar","grttar","srttar","irttar","brttar","hrttar","crttar","ert2","grt2","srt2","irt2","brt2","hrt2","crt2","ert3","grt3","srt3","irt3","brt3","hrt3","crt3","ert4","grt4","srt4","irt4","brt4","hrt4","crt4","esyll","gsyll","ssyll","isyll","bsyll","hsyll","csyll","echar","gchar","schar","ichar","bchar","hchar","lnefreq","lngfreq","lnsfreq","lnifreq","lnbfreq","lnhfreq","lncfreq"
"obj038","bee","biene","abeja","ape","pchela","légy","cang1-ing2",0.96,0.93,0.96,0.94,0.9,0.96,0.88,0,0,0.04,0.02,0,0,0.02,0.04,0.07,0,0.04,0.1,0.04,0.1,3,5,2,5,4,8,7,0.69,0.54,0.73,0.53,0.47,0.46,0.57,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.31,0.46,0.27,0.47,0.53,0.54,0.41,1212,1196,1214,1339,1482,1288,1514,1207,1271,1280,1244,1498,1139,1370,NA,NA,NA,NA,NA,NA,2834,NA,NA,NA,NA,NA,NA,NA,1223,1110,1037,1447,1469,1414,1640,1,2,3,2,2,1,2,3,5,5,3,6,4,2.89,2.079,2.079,2.708,2.95,2.996,3.178
"obj039","bug","kaefer","escarabajo","insetto","br^mbar","bogár","kuen1-chung2",1,1,0.78,0.8,0.9,0.96,0.76,0,0,0.22,0.06,0.02,0.02,0.14,0,0,0,0.14,0.08,0.02,0.1,8,8.3,7,10,3,6,8,0.44,0.83,0.44,0.3,0.93,0.65,0.37,0.02,0.03,0,0,0,0.33,0.21,0.04,0,0,0.23,0,0,0,0.5,0.13,0.56,0.48,0.07,0.02,0.42,1310,1204,1547,1572,1322,1351,1702,1122,1179,1555,1647,1272,1192,1830,2435,1499,NA,NA,NA,1627,1732,2475,NA,NA,1469,NA,NA,NA,1338,1287,1541,1573,2024,1866,1575,1,2,5,3,2,2,2,3,5,10,7,7,5,3.761,1.792,1.946,1.386,3.35,0,1.609
"obj040","bell","glocke","campana","campana","kambana","harang","ling2-dang1",1,1,1,1,0.88,0.94,0.9,0,0,0,0,0,0,0.02,0,0,0,0,0.12,0.06,0.08,1,1.7,1,3,4,3,4,1,1,1,0.88,0.73,0.53,0.6,0,0,0,0.12,0.11,0,0.09,0,0,0,0,0.16,0.47,0,0,0,0,0,0,0,0.31,703,836,779,906,1029,936,1110,703,836,779,902,993,854,1095,NA,NA,NA,933,1225,NA,1036,NA,NA,NA,NA,1056,1030,NA,NA,NA,NA,NA,NA,NA,1160,1,2,3,3,3,2,2,4,6,7,7,7,6,3.332,0,3.555,0,3.95,0,1.386
"obj041","belt","guertel","cinturón","cintura","kolan","öv","pi2-dai4",0.98,0.97,1,0.96,0.98,1,0.98,0,0.03,0,0.02,0,0,0.02,0.02,0,0,0.02,0.02,0,0,1,1.7,2,5,1,5,3,1,1,0.56,0.46,1,0.84,0.92,0,0,0.44,0.48,0,0.02,0.06,0,0,0,0.06,0,0.14,0,0,0,0,0,0,0,0.02,812,845,873,970,887,888,976,812,845,872,1028,887,833,952,NA,NA,875,903,NA,1754,1218,NA,NA,NA,1056,NA,1096,NA,NA,NA,NA,NA,NA,NA,1325,1,2,3,3,2,1,2,4,6,8,7,5,2,3.296,2.079,3.85,1.792,5.35,2.485,2.565
"obj042","bench","bank","banca","panchina","pejka","pad","i3-zi5",1,1,0.94,0.96,0.96,0.98,0.92,0,0,0.02,0.04,0,0,0.02,0,0,0.04,0,0.04,0.02,0.06,2,1.7,3,4,2,1,7,0.94,1,0.72,0.79,0.98,1,0.8,0,0,0,0.1,0,0,0.09,0.06,0,0.19,0,0.02,0,0,0,0,0.09,0.1,0,0,0.11,900,795,1140,1041,894,924,1065,896,795,1075,988,897,924,1002,NA,NA,NA,944,NA,NA,1293,951,NA,1129,NA,749,NA,NA,NA,NA,1714,1543,NA,NA,1349,1,1,2,3,2,1,2,5,4,5,8,5,3,3.178,4.522,2.398,1.386,5.25,3.97,1.099
"obj043","bicycle","fahrrad","bicicleta","bicicletta","kolelo","bicikli","jiao3-ta4-che1",1,1,1,0.98,0.98,1,0.98,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,2,1.7,1,2,2,2,4,0.7,1,1,0.94,0.88,0.8,0.94,0.3,0,0,0.06,0,0,0.04,0,0,0,0,0.12,0.2,0,0,0,0,0,0,0,0.02,751,751,781,797,844,802,907,731,751,781,802,827,765,889,796,NA,NA,716,NA,NA,993,NA,NA,NA,NA,962,952,NA,NA,NA,NA,NA,NA,NA,1581,3,2,4,4,3,3,3,7,7,9,10,6,7,1.792,4.942,3.258,1.946,5.75,2.398,4.771
"obj044","binoculars","fernglas","binoculares","binocolo","binok^l","távcsöö","uang4-yuan3-jing4",0.9,0.93,0.9,0.96,0.96,0.92,0.94,0.06,0,0.08,0.02,0.02,0,0,0.04,0.07,0.02,0.02,0.02,0.08,0.06,1,3.3,6,2,2,3,1,1,0.93,0.49,0.71,0.98,0.74,1,0,0,0.02,0,0,0,0,0,0.07,0.42,0.29,0,0.26,0,0,0,0.07,0,0.02,0,0,1055,981,1374,1156,1089,992,965,1055,980,1254,1187,1055,1016,965,NA,NA,834,NA,NA,NA,NA,NA,1006,1474,1081,NA,925,NA,NA,NA,1796,NA,2675,NA,NA,4,2,5,4,3,2,3,10,8,11,8,7,6,4.644,0,0,0,3.35,0,4.673
"obj045","bird","vogel","pájaro","uccello","ptitsa","madár","niao3",1,1,1,0.96,0.9,0.98,0.96,0,0,0,0.04,0.04,0,0,0,0,0,0,0.06,0.02,0.04,4,8.3,5,7,11,8,6,0.8,0.8,0.86,0.71,0.31,0.47,0.48,0,0,0.04,0.08,0.22,0.04,0.15,0,0,0,0,0,0,0,0.2,0.2,0.1,0.21,0.47,0.49,0.38,1000,1132,1133,1348,1488,1224,1301,915,1068,1088,1174,1472,1072,1118,NA,NA,945,1540,1348,1293,1273,NA,NA,NA,NA,NA,NA,NA,1337,1391,1602,1861,1566,1363,1547,1,2,3,3,2,2,1,4,5,6,7,6,5,0,3.689,4.143,2.079,5.7,3.807,4.263
"obj046","blimp","zeppelin","zepelín","dirigibile","dirizhab^l","léghajó","re4-qi4-qiu2",0.94,0.83,0.7,0.62,0.7,0.86,0.86,0.04,0.1,0.28,0.32,0.2,0.06,0.06,0.02,0.07,0.02,0.06,0.1,0.08,0.08,6,5,6,4,4,4,13,0.81,0.84,0.49,0.58,0.43,0.63,0.3,0.02,0,0,0,0,0,0.58,0.09,0,0.43,0,0.31,0.35,0,0.09,0.16,0.09,0.42,0.26,0.02,0.12,1368,1519,1694,1625,1872,1483,1707,1359,1427,1660,1510,1876,1326,1666,1048,NA,NA,NA,NA,NA,1726,1368,NA,1608,NA,1911,1806,NA,1535,2005,2319,1783,1819,916,1722,1,3,3,5,4,3,3,5,8,7,10,10,7,4.585,0.693,0,0,1.75,0,2.197
"obj047","wood","brett","tabla","tavola","d^ska","deszka","mu4-ban3",0.98,0.97,1,0.88,0.82,1,0.9,0.02,0.03,0,0.04,0.06,0,0.04,0,0,0,0.08,0.12,0,0.06,7,5,5,9,4,7,7,0.55,0.9,0.56,0.43,0.88,0.76,0.76,0.04,0.07,0,0.02,0,0.02,0.18,0.39,0,0,0.18,0.07,0.1,0,0.02,0.03,0.44,0.36,0.05,0.12,0.07,1189,1063,1167,1450,1258,1255,1255,1174,1057,1097,1402,1240,1176,1231,1519,1149,NA,1638,NA,2081,1317,1193,NA,NA,1163,1491,1763,NA,841,1050,1256,1638,1233,1197,1363,1,1,2,3,2,2,2,4,5,5,6,5,6,2.079,2.485,3.85,2.303,4.65,2.565,3.85
"obj048","boat","schiff","barco","nave","korab","hajó","chuan2",0.98,0.93,0.92,0.92,0.9,0.98,0.9,0,0.07,0.06,0.04,0.06,0,0,0.02,0,0.02,0.04,0.04,0.02,0.1,3,5,5,7,6,5,6,0.71,0.57,0.65,0.39,0.42,0.65,0.71,0,0,0,0,0,0.02,0,0,0,0.11,0.02,0,0,0,0.29,0.43,0.24,0.59,0.58,0.33,0.29,1099,1273,1179,1341,1511,1152,1402,1059,1124,1079,1076,1291,1089,1320,NA,NA,NA,NA,NA,1060,NA,NA,NA,1260,1712,NA,NA,NA,1198,1473,1417,1503,1671,1282,1604,1,1,2,2,2,2,1,4,6,5,4,5,4,1.946,4.585,4.654,2.773,4.8,3.738,6.151
"obj049","bomb","bombe","bomba","bomba","bomba","bomba","zha4-dan4",0.98,0.7,1,0.88,0.94,0.92,0.88,0,0.2,0,0.08,0.02,0.04,0.06,0.02,0.1,0,0.04,0.04,0.04,0.06,5,6.7,3,5,7,4,5,0.9,0.76,0.96,0.73,0.85,0.87,0.75,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.1,0.24,0.04,0.27,0.15,0.13,0.11,1042,1517,1217,1226,1370,1166,1467,989,1443,1222,1167,1310,1057,1324,NA,NA,NA,NA,NA,NA,1784,NA,NA,NA,NA,NA,NA,NA,1512,1756,1089,1382,1713,1895,2036,1,2,2,2,2,2,2,4,5,5,5,5,5,3.738,3.434,3.664,2.773,5.05,2.708,3.912
"obj050","bone","knochen","hueso","osso","kokal","csont","gu3-tou2",1,0.97,0.96,1,0.94,1,0.96,0,0.03,0,0,0,0,0,0,0,0.04,0,0.06,0,0.04,1,1.7,1,1,1,1,2,1,1,1,1,1,1,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,872,810,921,856,881,867,969,872,810,921,856,881,867,944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150,1,2,2,2,2,1,2,4,7,5,4,5,5,4.248,2.639,3.807,1.386,4.6,2.773,4.205
"obj051","book","buch","libro","libro","kniga","könyv","shu1",1,1,0.98,0.98,0.8,1,1,0,0,0,0,0,0,0,0,0,0.02,0.02,0.2,0,0,1,1.7,1,1,1,1,2,1,1,1,1,1,1,0.84,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,737,745,770,921,695,846,656,737,745,770,921,695,840,NA,NA,NA,NA,NA,NA,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,4,4,5,5,5,5,6.075,5.215,6.351,5.226,6.4,4.942,7.383
"obj052","boot","stiefel","bota","stivale","botush","csizma","xyue1-zi5",1,0.97,1,1,0.96,0.98,0.96,0,0,0,0,0,0,0,0,0.03,0,0,0.04,0.02,0.04,3,3.3,3,4,2,3,6,0.9,0.86,0.96,0.8,0.96,0.9,0.54,0.02,0,0.02,0.06,0,0,0.08,0,0,0,0,0,0,0,0.08,0.14,0.02,0.14,0.04,0.1,0.38,877,1035,790,1073,970,975,1080,869,1025,802,1050,973,973,1024,1127,NA,102,1196,NA,NA,1228,NA,NA,NA,NA,NA,NA,NA,908,1095,893,1153,914,992,1127,1,2,3,3,2,2,2,4,7,4,7,6,6,3.689,2.565,2.303,1.386,4.8,3.555,1.946
"obj053","bottle","flasche","botella","bottiglia","shishe","üveg","ping2-zi5",0.98,1,1,0.96,0.9,0.98,0.92,0.02,0,0,0.02,0.02,0,0,0,0,0,0.02,0.08,0.02,0.08,5,3.3,1,1,2,3,3,0.9,0.97,1,1,0.53,0.96,0.59,0.04,0.03,0,0,0,0.02,0,0,0,0,0,0.47,0.02,0,0.06,0,0,0,0,0,0.41,990,886,870,814,1006,1031,1012,956,872,870,814,971,986,966,1445,1296,NA,NA,NA,1975,NA,NA,NA,NA,NA,1047,2216,NA,1187,NA,NA,NA,NA,NA,1078,2,2,3,3,2,2,2,6,7,7,9,6,4,4.762,3.611,4.754,2.485,5.7,4.82,2.639
"obj054","bowl","schuessel","plato","ciotola","kupa","tál","uan3",0.98,0.97,0.9,0.94,0.96,0.84,0.96,0,0,0.08,0.02,0,0,0,0.02,0.03,0.02,0.04,0.04,0.16,0.04,2,6.7,8,11,10,5,5,0.98,0.72,0.62,0.34,0.52,0.76,0.88,0,0,0.02,0.02,0.06,0.02,0,0,0.21,0,0.43,0.04,0,0,0.02,0.07,0.36,0.21,0.38,0.21,0.13,828,914,1336,1165,1308,973,1096,831,878,1269,972,1271,962,1017,NA,NA,2470,742,1443,1094,NA,NA,947,NA,1277,1577,NA,NA,683,1189,1384,1294,1308,997,1645,1,2,2,3,2,1,1,4,8,5,7,4,3,3.526,1.386,4.454,0,4.6,2.708,5.308
"obj055","bow","schleife","moño","fiocco","pandelka","masni","hu2-die2-jie2",1,1,0.98,0.98,0.86,0.94,0.88,0,0,0,0.02,0.08,0,0,0,0,0.02,0,0.06,0.06,0.12,4,3.3,1,2,6,6,6,0.78,0.9,1,0.98,0.77,0.75,0.75,0.12,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.23,0.26,0.11,937,991,784,975,1374,1241,1115,927,940,784,979,1386,1132,1111,919,NA,NA,NA,NA,NA,1131,NA,NA,NA,NA,NA,NA,NA,1034,1456,NA,810,1337,1559,1119,1,2,2,2,3,2,3,3,8,4,6,8,5,2.639,2.398,3.367,0,3.95,0,1.386
"obj056","box","karton","caja","scatola","kashon","doboz","xiang1-zi5",1,1,1,0.98,0.88,1,0.98,0,0,0,0.02,0.06,0,0,0,0,0,0,0.06,0,0.02,1,6.7,1,7,3,3,7,1,0.53,1,0.59,0.55,0.96,0.53,0,0,0,0.29,0,0.02,0.39,0,0,0,0,0,0.02,0.08,0,0.47,0,0.12,0.45,0,0,753,1025,933,1094,1261,904,1024,753,1078,933,1043,1250,904,925,NA,NA,NA,1120,NA,1076,1147,NA,NA,NA,NA,NA,735,1084,NA,964,NA,1275,1275,NA,NA,1,2,2,3,2,2,2,3,6,4,7,6,5,4.635,1.946,4.796,3.497,4.75,3.091,2.944
"obj057","boy","junge","niño","bambino","momche","kisfiú","xiao3-hai2",1,0.97,0.96,1,0.96,0.94,0.96,0,0,0,0,0,0,0,0,0.03,0.04,0,0.04,0.06,0.04,5,3.3,2,4,3,6,9,0.9,0.79,0.98,0.86,0.63,0.43,0.58,0.02,0,0,0.06,0,0.28,0.08,0,0,0,0.02,0,0,0,0.08,0.21,0.02,0.06,0.38,0.3,0.33,964,982,949,990,1161,1084,1108,956,1004,939,959,1221,1102,1040,985,NA,NA,909,NA,1086,1204,NA,NA,NA,960,NA,NA,NA,1053,898,1420,1528,1061,1057,1203,1,2,2,3,2,3,2,3,5,4,7,6,6,5.858,4.19,6.397,4.942,6.5,3.664,5.106
"obj058","branch","ast","rama","ramo","klon","ág","shu4-zhi1",1,0.93,1,0.94,0.96,0.94,0.98,0,0,0,0,0,0,0,0,0.07,0,0.06,0.04,0.06,0.02,5,5,5,3,3,3,6,0.68,0.64,0.76,0.96,0.79,0.49,0.8,0.08,0,0,0,0.19,0.47,0,0.1,0.32,0,0,0,0,0,0.14,0.04,0.24,0.04,0.02,0.04,0.2,1117,1050,1355,1013,1232,1092,1188,1092,992,1318,1012,1212,1059,1091,1052,NA,NA,NA,1306,1129,NA,1283,1151,NA,NA,NA,NA,NA,1160,1195,1475,1020,1338,1073,1566,1,1,2,2,1,1,2,6,3,4,4,4,2,4.554,1.946,3.932,2.398,5,3.689,4.174
"obj059","bra","bh","brassiére","reggiseno","sutien","melltartó","xyung1-zhao4",1,0.97,1,0.98,0.92,1,0.92,0,0,0,0,0.06,0,0.02,0,0.03,0,0.02,0.02,0,0.06,1,3.3,4,2,2,1,3,1,0.86,0.92,0.96,0.98,1,0.72,0,0.14,0.02,0.04,0,0,0.07,0,0,0.04,0,0,0,0,0,0,0.02,0,0.02,0,0.22,917,1109,1063,863,1157,855,1110,917,1104,1033,862,1133,855,1075,NA,1140,1315,868,NA,NA,1086,NA,NA,980,NA,NA,NA,NA,NA,NA,2391,NA,2259,NA,1232,1,2,2,4,3,3,2,3,2,9,9,6,9,1.946,0,0,1.609,5.3,0,0.693
"obj060","bread","brot","pan","pane","hljab","kenyér","mian4-bao1",1,0.93,1,0.94,0.98,0.96,0.98,0,0,0,0.02,0,0.02,0,0,0.07,0,0.04,0.02,0.02,0.02,2,5,2,5,4,4,4,0.98,0.61,0.96,0.89,0.94,0.94,0.57,0,0,0.04,0.11,0.04,0.04,0.06,0.02,0,0,0,0,0,0.37,0,0.39,0,0,0.02,0.02,0,774,1017,981,1170,1058,1041,1033,773,984,971,1123,1057,960,887,NA,NA,1229,1571,1185,2028,1328,841,NA,NA,NA,NA,NA,1211,NA,1067,NA,NA,840,2741,NA,1,1,1,2,1,2,2,5,4,3,4,5,6,4.317,3.401,4.934,3.296,6.75,4.111,4.682
"obj061","bride","braut","novia","sposa","bulka","menyasszony","xin1-niang2",1,0.97,0.98,0.98,0.96,0.96,0.96,0,0.03,0.02,0.02,0.02,0.02,0,0,0,0,0,0.02,0.02,0.04,4,6.7,3,1,4,4,3,0.86,0.86,0.96,1,0.94,0.94,0.96,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0.14,0.14,0.02,0,0.04,0.06,0.04,1211,1374,1089,1053,1386,1144,1174,1168,1317,1085,1053,1331,1115,1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114,NA,2447,NA,NA,1476,1732,1244,NA,2090,1573,1812,1,1,2,2,2,3,2,5,5,5,5,5,11,2.565,3.045,4.585,2.303,4.8,3.045,4.771
"obj062","bridge","bruecke","puente","ponte","most","híd","diao4-qiao2",1,1,0.98,1,0.94,0.86,0.9,0,0,0,0,0,0,0,0,0,0.02,0,0.06,0.14,0.1,2,3.3,2,2,1,3,6,0.98,0.77,0.98,0.98,1,0.95,0.6,0,0.23,0,0,0,0.05,0.38,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0.02,860,1046,1010,1116,1068,885,1320,862,1018,998,1069,1068,873,1158,NA,1138,NA,NA,NA,1134,1585,NA,NA,NA,NA,NA,NA,NA,735,NA,1588,3447,NA,NA,1194,1,2,3,2,1,1,2,6,7,6,5,4,3,4.205,0,4.419,2.89,3.95,3.689,3.045
"obj063","broom","besen","escoba","scopa","metla","seprüü","sao4-ba3",1,1,1,0.98,0.96,0.98,0.96,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.02,0.04,1,3.3,1,2,1,1,2,1,0.97,1,0.98,1,1,0.9,0,0,0,0,0,0,0.1,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,821,1052,888,962,856,786,1048,821,1022,888,958,856,786,1053,NA,NA,NA,NA,NA,NA,1011,NA,1916,NA,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,5,5,6,5,5,5,2.197,1.099,2.303,1.792,4.9,0,1.946
"obj064","brush","buerste","cepillo","spazzola","chetka","kefe","shua1-zi5",1,1,1,1,0.96,0.96,0.98,0,0,0,0,0,0.02,0,0,0,0,0,0.04,0.02,0.02,3,5,2,2,3,5,5,0.94,0.93,0.98,0.98,0.94,0.79,0.82,0.06,0.03,0,0,0.06,0.1,0.06,0,0,0,0,0,0,0,0,0.03,0.02,0.02,0,0.1,0.12,980,974,970,1049,1197,1154,1165,955,922,977,1052,1159,1161,1131,1370,1769,NA,NA,1770,1310,1664,NA,NA,NA,NA,NA,NA,NA,NA,1616,630,934,NA,942,1143,1,2,3,3,2,2,2,5,6,7,8,6,4,2.89,1.099,2.833,1.792,5.3,0,2.303
"obj065","bus","bus","camión","autobus","avtobus","busz","gung1-che1",1,1,0.96,1,0.94,0.98,0.98,0,0,0,0,0,0,0,0,0,0.04,0,0.06,0.02,0.02,1,5,3,4,2,3,4,1,0.9,0.6,0.76,0.81,0.69,0.67,0,0.1,0.02,0.08,0,0.29,0.12,0,0,0.38,0.14,0.19,0,0.2,0,0,0,0.02,0,0.02,0,771,837,964,1027,1071,963,964,771,810,964,970,1091,989,936,NA,1079,1043,1579,NA,924,1034,NA,NA,959,1013,985,NA,1017,NA,NA,NA,1080,NA,619,NA,1,1,2,3,3,1,2,3,3,6,7,7,4,4.382,2.485,3.258,2.708,6.15,3.296,2.996
"obj066","butter","butter","mantequilla","burro","maslo","vaj","dan4-gao1",1,0.83,0.96,0.98,0.7,0.98,0.86,0,0.07,0.02,0.02,0.18,0,0.04,0,0.1,0.02,0,0.12,0.02,0.1,3,11.7,3,8,5,7,16,0.96,0.48,0.94,0.61,0.63,0.67,0.19,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.48,0.06,0.39,0.37,0.33,0.81,1049,1870,1329,1576,1718,1547,1877,1036,1629,1318,1413,1609,1486,1602,NA,2169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348,2086,1487,1833,1904,1674,1939,2,2,4,2,2,1,2,6,6,11,5,5,3,3.332,2.996,2.639,0,5.5,0,3.135
"obj067","butterfly","schmetterling","mariposa","farfalla","peperuda","lepke","hu2-die2",1,1,1,0.98,0.96,1,1,0,0,0,0,0.02,0,0,0,0,0,0.02,0.02,0,0,1,1.7,1,2,2,2,1,1,1,1,0.98,0.98,0.64,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0.36,0,0,0,0,0.02,0,0,0,720,852,759,734,817,802,717,720,852,759,736,820,694,717,NA,NA,NA,NA,644,NA,NA,NA,NA,NA,NA,NA,993,NA,NA,NA,NA,640,NA,NA,NA,3,3,4,3,4,2,2,9,13,8,8,8,5,2.398,1.386,2.773,1.386,4.15,0,5.017
"obj068","button","knopf","botón","bottone","kopche","gomb","niu3-kou4",1,0.93,0.96,0.98,0.96,1,0.96,0,0,0,0.02,0.02,0,0.04,0,0.07,0.04,0,0.02,0,0,1,1.7,4,1,2,1,3,1,1,0.94,1,0.98,1,0.6,0,0,0.02,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0.04,0,0.02,0,0.02,917,898,1023,896,919,750,1001,917,898,984,896,905,750,935,NA,NA,1314,NA,NA,NA,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753,NA,1545,NA,1261,2,1,2,3,2,1,2,6,5,5,7,6,4,3.296,2.485,3.932,1.946,4.95,2.773,2.197
"obj069","cactus","kaktus","nopal","cactus","kaktus","kaktusz","xian1-ren2-zhang3",0.96,1,1,0.92,0.96,0.96,0.94,0.02,0,0,0.06,0.02,0,0.04,0.02,0,0,0.02,0.02,0.04,0.02,1,3.3,3,6,2,3,1,1,0.9,0.78,0.85,0.98,0.96,1,0,0.1,0.22,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.15,0.02,0,0,933,1056,996,1337,1177,1004,1086,933,1062,994,1232,1165,983,1086,NA,1006,1003,NA,NA,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919,1737,NA,NA,2,2,2,2,2,2,3,6,6,5,6,6,7,1.386,1.099,1.099,0,3.3,0,2.303
"obj070","cage","kaefig","jaula","gabbia","kletka","ketrec","lung2-zi5",0.98,1,0.92,0.98,0.9,0.96,0.92,0,0,0.06,0,0.06,0,0.04,0.02,0,0.02,0.02,0.04,0.04,0.04,4,1.7,2,4,5,5,7,0.92,1,0.98,0.94,0.84,0.81,0.8,0,0,0,0.02,0,0.02,0.09,0,0,0,0,0.04,0.08,0,0.08,0,0.02,0.04,0.11,0.08,0.11,987,1097,1097,1016,1159,1138,1159,963,1097,1073,974,1081,1069,1133,NA,NA,NA,2104,NA,1920,1006,NA,NA,NA,NA,1063,1286,NA,1260,NA,2175,1426,1792,1465,1477,1,2,2,2,2,2,2,4,5,5,6,6,6,2.833,1.386,3.466,0,3.9,0,3.689
"obj071","cake","torte","pastel","torta","torta","torta","dan4-gao1",1,1,1,0.98,0.96,1,0.92,0,0,0,0.02,0.02,0,0,0,0,0,0,0.02,0,0.08,1,3.3,2,3,5,2,1,1,0.73,0.98,0.94,0.92,0.98,1,0,0,0,0,0,0,0,0,0.27,0,0.02,0,0,0,0,0,0.02,0.04,0.08,0.02,0,789,893,963,950,1131,856,977,789,927,923,925,1106,857,977,NA,NA,NA,NA,NA,NA,NA,NA,798,NA,1106,NA,NA,NA,NA,NA,2939,1466,1407,792,NA,1,2,2,2,2,2,2,4,5,6,5,5,5,3.555,1.099,2.996,2.708,5.2,0,3.664
"obj072","camel","kamel","camello","cammello","kamila","teve","luo4-tuo2",0.96,1,0.92,0.9,0.94,0.94,1,0.02,0,0.02,0.06,0,0,0,0.02,0,0.06,0.04,0.06,0.06,0,1,1.7,1,3,2,6,2,1,1,1,0.91,0.96,0.68,0.96,0,0,0,0,0.04,0.3,0,0,0,0,0,0,0.02,0,0,0,0,0.09,0,0,0.04,892,941,1093,997,1000,945,878,892,941,1093,962,985,923,879,NA,NA,NA,NA,1330,906,NA,NA,NA,NA,NA,NA,2201,NA,NA,NA,NA,1353,NA,NA,834,2,2,3,3,3,2,2,5,5,7,8,6,4,3.258,1.386,2.079,0,3.2,0,4.234
"obj073","camera","fotoapparat","cámara","macchina fotografica","fotoaparat","fényképezöögép","zhao4-xiang4-ji1",1,0.97,1,0.9,0.94,1,0.96,0,0,0,0.02,0.02,0,0,0,0.03,0,0.08,0.04,0,0.04,1,5,4,4,1,3,4,1,0.79,0.82,0.82,1,0.9,0.73,0,0.07,0.16,0.18,0,0.08,0.23,0,0.14,0,0,0,0,0.02,0,0,0.02,0,0,0.02,0.02,725,854,922,1105,914,821,868,725,854,852,1057,914,825,806,NA,830,1207,1327,NA,794,942,NA,869,NA,NA,NA,NA,2360,NA,NA,1514,NA,NA,756,710,3,5,3,8,5,5,3,6,11,6,20,10,13,3.611,0,4.745,1.386,5.05,0,3.638
"obj074","can","dose","lata","barattolo","konserva","konzerv","guan4-tou2",0.98,1,1,0.94,0.92,0.96,0.98,0,0,0,0.04,0.02,0.02,0,0.02,0,0,0.02,0.06,0.02,0.02,3,5,4,8,6,4,4,0.94,0.87,0.92,0.53,0.72,0.71,0.92,0.02,0,0.02,0.04,0.13,0.29,0.04,0,0.1,0.04,0.34,0,0,0,0.04,0.03,0.02,0.09,0.15,0,0.04,963,1016,1050,1149,1170,1008,1053,940,1005,1001,1049,1212,996,1042,1232,NA,1946,1449,1078,1039,1408,NA,988,1452,1261,NA,NA,NA,1344,1400,1625,1174,1051,NA,960,1,2,2,4,3,2,2,3,4,4,9,8,7,2.303,1.792,3.178,0,4.1,0,3.761
"obj075","candle","kerze","vela","candela","svesht","gyertya","la4-zhu2",1,1,1,1,0.92,0.96,0.98,0,0,0,0,0,0,0,0,0,0,0,0.08,0.04,0.02,1,1.7,2,2,1,1,2,1,1,0.98,0.98,1,1,0.98,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,831,760,898,799,942,727,802,831,760,904,786,942,727,792,NA,NA,577,NA,NA,NA,NA,NA,NA,NA,1410,NA,NA,1325,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,2,2,6,5,4,7,6,7,2.833,2.398,4.007,2.079,4.1,2.89,3.871
